'Elapsed time','ECG I','ECG I filtered'
'0:14.354',-0.13000000,-0.04000000
'0:14.356',-0.15000000,-0.04500000
'0:14.358',-0.16000000,-0.05000000
'0:14.360',-0.14500000,-0.05000000
'0:14.362',-0.13500000,-0.05500000
'0:14.364',-0.12000000,-0.05500000
'0:14.366',-0.12500000,-0.05500000
'0:14.368',-0.13500000,-0.05500000
'0:14.370',-0.13500000,-0.05500000
'0:14.372',-0.15000000,-0.05000000
'0:14.374',-0.14500000,-0.05000000
'0:14.376',-0.16500000,-0.05000000
'0:14.378',-0.16500000,-0.05500000
'0:14.380',-0.17000000,-0.05500000
'0:14.382',-0.14500000,-0.06000000
'0:14.384',-0.12000000,-0.06500000
'0:14.386',-0.13000000,-0.07000000
'0:14.388',-0.12500000,-0.07000000
'0:14.390',-0.14000000,-0.07500000
'0:14.392',-0.15000000,-0.07500000
'0:14.394',-0.16000000,-0.07500000
'0:14.396',-0.15500000,-0.07000000
'0:14.398',-0.15000000,-0.06500000
'0:14.400',-0.15500000,-0.06000000
'0:14.402',-0.14000000,-0.05500000
'0:14.404',-0.13500000,-0.05500000
'0:14.406',-0.14000000,-0.05000000
'0:14.408',-0.13500000,-0.05000000
'0:14.410',-0.15000000,-0.05000000
'0:14.412',-0.15500000,-0.05500000
'0:14.414',-0.16500000,-0.06000000
'0:14.416',-0.16000000,-0.06000000
'0:14.418',-0.17500000,-0.06500000
'0:14.420',-0.17000000,-0.07000000
'0:14.422',-0.16500000,-0.07500000
'0:14.424',-0.15500000,-0.07500000
'0:14.426',-0.14000000,-0.07500000
'0:14.428',-0.14000000,-0.07500000
'0:14.430',-0.15500000,-0.07000000
'0:14.432',-0.16500000,-0.07000000
'0:14.434',-0.16000000,-0.06500000
'0:14.436',-0.16000000,-0.06500000
'0:14.438',-0.17500000,-0.06500000
'0:14.440',-0.15500000,-0.06500000
'0:14.442',-0.16000000,-0.06000000
'0:14.444',-0.14500000,-0.06000000
'0:14.446',-0.13500000,-0.06000000
'0:14.448',-0.14000000,-0.06000000
'0:14.450',-0.15500000,-0.05500000
'0:14.452',-0.15500000,-0.05500000
'0:14.454',-0.16000000,-0.05500000
'0:14.456',-0.16500000,-0.05000000
'0:14.458',-0.17500000,-0.05000000
'0:14.460',-0.16500000,-0.05000000
'0:14.462',-0.15500000,-0.05000000
'0:14.464',-0.14000000,-0.05000000
'0:14.466',-0.12500000,-0.05500000
'0:14.468',-0.13000000,-0.05500000
'0:14.470',-0.14000000,-0.05500000
'0:14.472',-0.15000000,-0.05500000
'0:14.474',-0.15500000,-0.05500000
'0:14.476',-0.16000000,-0.05500000
'0:14.478',-0.18000000,-0.05500000
'0:14.480',-0.16500000,-0.05000000
'0:14.482',-0.15500000,-0.05000000
'0:14.484',-0.14000000,-0.05000000
'0:14.486',-0.14000000,-0.05000000
'0:14.488',-0.14000000,-0.05000000
'0:14.490',-0.15000000,-0.05500000
'0:14.492',-0.15000000,-0.05500000
'0:14.494',-0.13500000,-0.05500000
'0:14.496',-0.13500000,-0.05500000
'0:14.498',-0.16000000,-0.05500000
'0:14.500',-0.13500000,-0.05500000
'0:14.502',-0.12500000,-0.05500000
'0:14.504',-0.12000000,-0.05000000
'0:14.506',-0.10000000,-0.05000000
'0:14.508',-0.09500000,-0.04500000
'0:14.510',-0.11000000,-0.04500000
'0:14.512',-0.13500000,-0.04000000
'0:14.514',-0.13500000,-0.04000000
'0:14.516',-0.13000000,-0.04000000
'0:14.518',-0.12500000,-0.04000000
'0:14.520',-0.12500000,-0.04000000
'0:14.522',-0.11500000,-0.04000000
'0:14.524',-0.11000000,-0.03500000
'0:14.526',-0.11000000,-0.03500000
'0:14.528',-0.09000000,-0.03000000
'0:14.530',-0.10000000,-0.02500000
'0:14.532',-0.11500000,-0.02000000
'0:14.534',-0.11000000,-0.01500000
'0:14.536',-0.10500000,-0.01000000
'0:14.538',-0.10000000,-0.00500000
'0:14.540',-0.10000000,0.00000000
'0:14.542',-0.09000000,0.00000000
'0:14.544',-0.09000000,0.00000000
'0:14.546',-0.07500000,0.00000000
'0:14.548',-0.08000000,0.00000000
'0:14.550',-0.07000000,0.00000000
'0:14.552',-0.09500000,-0.00500000
'0:14.554',-0.10500000,-0.00500000
'0:14.556',-0.11500000,-0.01000000
'0:14.558',-0.12500000,-0.01500000
'0:14.560',-0.11500000,-0.01500000
'0:14.562',-0.11500000,-0.02000000
'0:14.564',-0.10000000,-0.02500000
'0:14.566',-0.09000000,-0.03000000
'0:14.568',-0.12000000,-0.03500000
'0:14.570',-0.15000000,-0.04500000
'0:14.572',-0.15500000,-0.05000000
'0:14.574',-0.17000000,-0.05500000
'0:14.576',-0.16000000,-0.06000000
'0:14.578',-0.16500000,-0.06000000
'0:14.580',-0.16000000,-0.06000000
'0:14.582',-0.13500000,-0.06000000
'0:14.584',-0.13000000,-0.06000000
'0:14.586',-0.12500000,-0.06000000
'0:14.588',-0.14000000,-0.06000000
'0:14.590',-0.15000000,-0.06000000
'0:14.592',-0.16500000,-0.06500000
'0:14.594',-0.17000000,-0.06500000
'0:14.596',-0.18000000,-0.06500000
'0:14.598',-0.18000000,-0.07000000
'0:14.600',-0.15500000,-0.07000000
'0:14.602',-0.15000000,-0.07000000
'0:14.604',-0.16500000,-0.07500000
'0:14.606',-0.15500000,-0.07500000
'0:14.608',-0.16000000,-0.07500000
'0:14.610',-0.16000000,-0.07500000
'0:14.612',-0.16500000,-0.07500000
'0:14.614',-0.18500000,-0.07500000
'0:14.616',-0.17000000,-0.07500000
'0:14.618',-0.18500000,-0.08000000
'0:14.620',-0.16500000,-0.07500000
'0:14.622',-0.14500000,-0.07500000
'0:14.624',-0.14000000,-0.07500000
'0:14.626',-0.13000000,-0.07000000
'0:14.628',-0.14500000,-0.07000000
'0:14.630',-0.17000000,-0.07000000
'0:14.632',-0.19500000,-0.07000000
'0:14.634',-0.19500000,-0.07500000
'0:14.636',-0.20000000,-0.08000000
'0:14.638',-0.20500000,-0.08500000
'0:14.640',-0.17500000,-0.09000000
'0:14.642',-0.16500000,-0.09500000
'0:14.644',-0.16000000,-0.10000000
'0:14.646',-0.16000000,-0.10000000
'0:14.648',-0.17000000,-0.10000000
'0:14.650',-0.17500000,-0.09500000
'0:14.652',-0.18500000,-0.09000000
'0:14.654',-0.19500000,-0.08500000
'0:14.656',-0.20500000,-0.08500000
'0:14.658',-0.21500000,-0.09000000
'0:14.660',-0.20500000,-0.09500000
'0:14.662',-0.19000000,-0.10500000
'0:14.664',-0.20000000,-0.11500000
'0:14.666',-0.20000000,-0.12500000
'0:14.668',-0.19500000,-0.12000000
'0:14.670',-0.19000000,-0.11000000
'0:14.672',-0.17000000,-0.09000000
'0:14.674',-0.12500000,-0.05000000
'0:14.676',-0.06500000,0.00000000
'0:14.678',-0.01000000,0.06500000
'0:14.680',0.07500000,0.14000000
'0:14.682',0.14500000,0.22500000
'0:14.684',0.21500000,0.31000000
'0:14.686',0.32000000,0.39500000
'0:14.688',0.44500000,0.47000000
'0:14.690',0.53500000,0.53500000
'0:14.692',0.55000000,0.58000000
'0:14.694',0.54000000,0.60000000
'0:14.696',0.48000000,0.59000000
'0:14.698',0.43000000,0.55000000
'0:14.700',0.36500000,0.48500000
'0:14.702',0.28500000,0.39500000
'0:14.704',0.19500000,0.29000000
'0:14.706',0.11000000,0.17500000
'0:14.708',-0.02500000,0.06500000
'0:14.710',-0.15500000,-0.03500000
'0:14.712',-0.24500000,-0.11000000
'0:14.714',-0.30000000,-0.16000000
'0:14.716',-0.29000000,-0.18500000
'0:14.718',-0.26000000,-0.19000000
'0:14.720',-0.22500000,-0.17500000
'0:14.722',-0.20000000,-0.15000000
'0:14.724',-0.18000000,-0.12000000
'0:14.726',-0.15000000,-0.09500000
'0:14.728',-0.15000000,-0.08000000
'0:14.730',-0.14500000,-0.07000000
'0:14.732',-0.14500000,-0.06500000
'0:14.734',-0.14000000,-0.07000000
'0:14.736',-0.14000000,-0.07000000
'0:14.738',-0.13000000,-0.07000000
'0:14.740',-0.12500000,-0.07000000
'0:14.742',-0.12000000,-0.06500000
'0:14.744',-0.13500000,-0.05500000
'0:14.746',-0.11500000,-0.05000000
'0:14.748',-0.11500000,-0.04000000
'0:14.750',-0.13500000,-0.04000000
'0:14.752',-0.15000000,-0.04000000
'0:14.754',-0.14500000,-0.04500000
'0:14.756',-0.15500000,-0.05000000
'0:14.758',-0.14000000,-0.05500000
'0:14.760',-0.11000000,-0.06000000
'0:14.762',-0.11500000,-0.06500000
'0:14.764',-0.10500000,-0.06000000
'0:14.766',-0.10500000,-0.06000000
'0:14.768',-0.11000000,-0.05000000
'0:14.770',-0.11000000,-0.04500000
'0:14.772',-0.10500000,-0.04000000
'0:14.774',-0.11000000,-0.03500000
'0:14.776',-0.13000000,-0.03000000
'0:14.778',-0.12500000,-0.03000000
'0:14.780',-0.11500000,-0.03000000
'0:14.782',-0.10000000,-0.03000000
'0:14.784',-0.10000000,-0.03000000
'0:14.786',-0.10000000,-0.03000000
'0:14.788',-0.10500000,-0.03000000
'0:14.790',-0.11000000,-0.03000000
'0:14.792',-0.12000000,-0.03000000
'0:14.794',-0.12000000,-0.03000000
'0:14.796',-0.12500000,-0.03000000
'0:14.798',-0.09500000,-0.02500000
'0:14.800',-0.08000000,-0.02500000
'0:14.802',-0.08500000,-0.02500000
'0:14.804',-0.08000000,-0.02000000
'0:14.806',-0.07500000,-0.02000000
'0:14.808',-0.07500000,-0.01500000
'0:14.810',-0.08500000,-0.01500000
'0:14.812',-0.09000000,-0.01000000
'0:14.814',-0.09000000,-0.01000000
'0:14.816',-0.08500000,-0.01000000
'0:14.818',-0.07000000,-0.01500000
'0:14.820',-0.06000000,-0.01500000
'0:14.822',-0.05500000,-0.01500000
'0:14.824',-0.05500000,-0.01000000
'0:14.826',-0.04500000,-0.01000000
'0:14.828',-0.05000000,0.00000000
'0:14.830',-0.06500000,0.00500000
'0:14.832',-0.05500000,0.01500000
'0:14.834',-0.08000000,0.02000000
'0:14.836',-0.07500000,0.02500000
'0:14.838',-0.05000000,0.03000000
'0:14.840',-0.04000000,0.03000000
'0:14.842',-0.04000000,0.03000000
'0:14.844',-0.03500000,0.02500000
'0:14.846',-0.04000000,0.02500000
'0:14.848',-0.04500000,0.02000000
'0:14.850',-0.04500000,0.02500000
'0:14.852',-0.03000000,0.03000000
'0:14.854',-0.04000000,0.03500000
'0:14.856',-0.02000000,0.04500000
'0:14.858',-0.01000000,0.05000000
'0:14.860',0.00000000,0.06000000
'0:14.862',0.00000000,0.06500000
'0:14.864',0.00500000,0.06500000
'0:14.866',0.00500000,0.07000000
'0:14.868',-0.00500000,0.06500000
'0:14.870',-0.00500000,0.06500000
'0:14.872',0.00500000,0.06500000
'0:14.874',-0.00500000,0.07000000
'0:14.876',0.00000000,0.07500000
'0:14.878',0.02500000,0.08000000
'0:14.880',0.03500000,0.09000000
'0:14.882',0.05500000,0.10000000
'0:14.884',0.07000000,0.10500000
'0:14.886',0.09000000,0.11500000
'0:14.888',0.08000000,0.12000000
'0:14.890',0.07000000,0.12500000
'0:14.892',0.06500000,0.13000000
'0:14.894',0.05500000,0.13000000
'0:14.896',0.07000000,0.13500000
'0:14.898',0.07000000,0.13500000
'0:14.900',0.09000000,0.14000000
'0:14.902',0.11000000,0.14500000
'0:14.904',0.12000000,0.15000000
'0:14.906',0.12000000,0.15500000
'0:14.908',0.11500000,0.16000000
'0:14.910',0.11000000,0.16500000
'0:14.912',0.11500000,0.17500000
'0:14.914',0.09500000,0.18000000
'0:14.916',0.10000000,0.18500000
'0:14.918',0.12000000,0.19000000
'0:14.920',0.11500000,0.19500000
'0:14.922',0.12000000,0.19500000
'0:14.924',0.11500000,0.19000000
'0:14.926',0.09500000,0.18500000
'0:14.928',0.08500000,0.18000000
'0:14.930',0.08000000,0.17000000
'0:14.932',0.07000000,0.16500000
'0:14.934',0.06500000,0.15500000
'0:14.936',0.05500000,0.15000000
'0:14.938',0.05500000,0.14500000
'0:14.940',0.06000000,0.14000000
'0:14.942',0.05500000,0.13500000
'0:14.944',0.05000000,0.13000000
'0:14.946',0.05000000,0.12000000
'0:14.948',0.02500000,0.11000000
'0:14.950',-0.00500000,0.09500000
'0:14.952',-0.02000000,0.08000000
'0:14.954',-0.03000000,0.06500000
'0:14.956',-0.03500000,0.05500000
'0:14.958',-0.03000000,0.04500000
'0:14.960',-0.02000000,0.04000000
'0:14.962',-0.02000000,0.03500000
'0:14.964',-0.02000000,0.03500000
'0:14.966',-0.04500000,0.03500000
'0:14.968',-0.06000000,0.03500000
'0:14.970',-0.07000000,0.03000000
'0:14.972',-0.07000000,0.02500000
'0:14.974',-0.09500000,0.02000000
'0:14.976',-0.08500000,0.01000000
'0:14.978',-0.08500000,-0.00500000
'0:14.980',-0.08000000,-0.01500000
'0:14.982',-0.08000000,-0.02500000
'0:14.984',-0.07500000,-0.03500000
'0:14.986',-0.09000000,-0.03500000
'0:14.988',-0.10500000,-0.04000000
'0:14.990',-0.11500000,-0.04000000
'0:14.992',-0.11000000,-0.04000000
'0:14.994',-0.11500000,-0.04000000
'0:14.996',-0.11500000,-0.04000000
'0:14.998',-0.13000000,-0.04000000
'0:15.000',-0.13500000,-0.04500000
'0:15.002',-0.13500000,-0.05000000
'0:15.004',-0.13500000,-0.05000000
'0:15.006',-0.14000000,-0.05500000
'0:15.008',-0.14000000,-0.06000000
'0:15.010',-0.14000000,-0.06500000
'0:15.012',-0.14000000,-0.07000000
'0:15.014',-0.14500000,-0.07500000
'0:15.016',-0.14000000,-0.07500000
'0:15.018',-0.12500000,-0.08000000
'0:15.020',-0.12000000,-0.08500000
'0:15.022',-0.12000000,-0.08500000
'0:15.024',-0.11500000,-0.08500000
'0:15.026',-0.12000000,-0.08000000
'0:15.028',-0.13500000,-0.08000000
'0:15.030',-0.13000000,-0.07500000
'0:15.032',-0.14000000,-0.07000000
'0:15.034',-0.15000000,-0.06500000
'0:15.036',-0.16000000,-0.06000000
'0:15.038',-0.12000000,-0.06000000
'0:15.040',-0.11500000,-0.06000000
'0:15.042',-0.11000000,-0.06000000
'0:15.044',-0.10500000,-0.06000000
'0:15.046',-0.12000000,-0.06500000
'0:15.048',-0.11500000,-0.06500000
'0:15.050',-0.13000000,-0.06500000
'0:15.052',-0.14500000,-0.06500000
'0:15.054',-0.13500000,-0.06500000
'0:15.056',-0.11000000,-0.06000000
'0:15.058',-0.09500000,-0.06000000
'0:15.060',-0.11000000,-0.06000000
'0:15.062',-0.11500000,-0.06000000
'0:15.064',-0.11000000,-0.06500000
'0:15.066',-0.11000000,-0.06500000
'0:15.068',-0.12000000,-0.06500000
'0:15.070',-0.12500000,-0.07000000
'0:15.072',-0.12500000,-0.07000000
'0:15.074',-0.13000000,-0.06500000
'0:15.076',-0.13500000,-0.06500000
'0:15.078',-0.12000000,-0.06500000
'0:15.080',-0.11000000,-0.06000000
'0:15.082',-0.10000000,-0.06000000
'0:15.084',-0.09500000,-0.06000000
'0:15.086',-0.10500000,-0.06000000
'0:15.088',-0.11000000,-0.06000000
'0:15.090',-0.10500000,-0.06000000
'0:15.092',-0.11000000,-0.06000000
'0:15.094',-0.11500000,-0.06000000
'0:15.096',-0.11000000,-0.06000000
'0:15.098',-0.10000000,-0.06000000
'0:15.100',-0.10000000,-0.05500000
'0:15.102',-0.11000000,-0.05500000
'0:15.104',-0.11000000,-0.05000000
'0:15.106',-0.11000000,-0.05000000
'0:15.108',-0.10500000,-0.05000000
'0:15.110',-0.11000000,-0.04500000
'0:15.112',-0.12000000,-0.05000000
'0:15.114',-0.13500000,-0.05000000
'0:15.116',-0.12500000,-0.05000000
'0:15.118',-0.10000000,-0.05500000
'0:15.120',-0.09000000,-0.05500000
'0:15.122',-0.08500000,-0.05500000
'0:15.124',-0.09000000,-0.05500000
'0:15.126',-0.10000000,-0.05500000
'0:15.128',-0.11000000,-0.05000000
'0:15.130',-0.11000000,-0.05000000
'0:15.132',-0.11000000,-0.04500000
'0:15.134',-0.11500000,-0.04500000
'0:15.136',-0.12500000,-0.04500000
'0:15.138',-0.11000000,-0.04500000
'0:15.140',-0.10500000,-0.05000000
'0:15.142',-0.10000000,-0.05000000
'0:15.144',-0.09000000,-0.05500000
'0:15.146',-0.10500000,-0.06000000
'0:15.148',-0.11500000,-0.06500000
'0:15.150',-0.12000000,-0.06500000
'0:15.152',-0.12500000,-0.06500000
'0:15.154',-0.12000000,-0.06500000
'0:15.156',-0.11000000,-0.06000000
'0:15.158',-0.10000000,-0.05500000
'0:15.160',-0.10000000,-0.05000000
'0:15.162',-0.08500000,-0.04500000
'0:15.164',-0.09000000,-0.04000000
'0:15.166',-0.10000000,-0.04000000
'0:15.168',-0.11500000,-0.04500000
'0:15.170',-0.11500000,-0.05000000
'0:15.172',-0.13500000,-0.05500000
'0:15.174',-0.12500000,-0.06000000
'0:15.176',-0.11000000,-0.07000000
'0:15.178',-0.10000000,-0.07000000
'0:15.180',-0.09500000,-0.07500000
'0:15.182',-0.09000000,-0.07000000
'0:15.184',-0.09000000,-0.06500000
'0:15.186',-0.07000000,-0.06000000
'0:15.188',-0.06500000,-0.04500000
'0:15.190',-0.06500000,-0.03500000
'0:15.192',-0.07000000,-0.02000000
'0:15.194',-0.05500000,-0.01000000
'0:15.196',-0.03000000,0.00000000
'0:15.198',-0.03500000,0.01000000
'0:15.200',-0.02000000,0.02000000
'0:15.202',-0.01000000,0.02500000
'0:15.204',-0.01000000,0.03000000
'0:15.206',-0.01500000,0.03000000
'0:15.208',-0.02000000,0.03500000
'0:15.210',-0.02500000,0.03500000
'0:15.212',-0.03500000,0.03500000
'0:15.214',-0.02000000,0.04000000
'0:15.216',-0.01500000,0.04000000
'0:15.218',-0.01000000,0.04000000
'0:15.220',-0.01000000,0.04500000
'0:15.222',0.01000000,0.04500000
'0:15.224',0.02000000,0.04500000
'0:15.226',0.01500000,0.04000000
'0:15.228',-0.01000000,0.04000000
'0:15.230',-0.02500000,0.04000000
'0:15.232',-0.02000000,0.04000000
'0:15.234',-0.01500000,0.04000000
'0:15.236',0.00500000,0.04000000
'0:15.238',0.00500000,0.04000000
'0:15.240',0.01000000,0.04000000
'0:15.242',0.02000000,0.04500000
'0:15.244',0.02500000,0.05000000
'0:15.246',0.01000000,0.05000000
'0:15.248',-0.00500000,0.05500000
'0:15.250',-0.01000000,0.05500000
'0:15.252',-0.02000000,0.05500000
'0:15.254',-0.02000000,0.05500000
'0:15.256',0.00500000,0.05000000
'0:15.258',0.01500000,0.05000000
'0:15.260',0.01000000,0.04500000
'0:15.262',0.02500000,0.04000000
'0:15.264',0.03000000,0.04000000
'0:15.266',0.00500000,0.03500000
'0:15.268',0.00000000,0.03500000
'0:15.270',0.00500000,0.03500000
'0:15.272',0.00500000,0.04000000
'0:15.274',0.01500000,0.04500000
'0:15.276',0.02500000,0.05000000
'0:15.278',0.02000000,0.05500000
'0:15.280',0.03500000,0.06500000
'0:15.282',0.04500000,0.07000000
'0:15.284',0.04000000,0.07500000
'0:15.286',0.01500000,0.07500000
'0:15.288',0.00000000,0.07500000
'0:15.290',-0.00500000,0.07500000
'0:15.292',-0.01500000,0.07500000
'0:15.294',-0.00500000,0.07000000
'0:15.296',0.03500000,0.07000000
'0:15.298',0.04000000,0.07000000
'0:15.300',0.05500000,0.07000000
'0:15.302',0.07000000,0.07000000
'0:15.304',0.08500000,0.07500000
'0:15.306',0.05500000,0.08000000
'0:15.308',0.04500000,0.08500000
'0:15.310',0.04000000,0.09000000
'0:15.312',0.02000000,0.09500000
'0:15.314',0.01500000,0.09500000
'0:15.316',0.04000000,0.10000000
'0:15.318',0.06000000,0.10000000
'0:15.320',0.06000000,0.10000000
'0:15.322',0.06500000,0.10000000
'0:15.324',0.06500000,0.10000000
'0:15.326',0.05500000,0.10000000
'0:15.328',0.05500000,0.10000000
'0:15.330',0.04000000,0.09500000
'0:15.332',0.03000000,0.09500000
'0:15.334',0.02500000,0.09000000
'0:15.336',0.02500000,0.08500000
'0:15.338',0.02000000,0.08000000
'0:15.340',0.02500000,0.07000000
'0:15.342',0.02000000,0.06000000
'0:15.344',0.00000000,0.05000000
'0:15.346',-0.02000000,0.04000000
'0:15.348',-0.03000000,0.03000000
'0:15.350',-0.04000000,0.02000000
'0:15.352',-0.04000000,0.01500000
'0:15.354',-0.03000000,0.01500000
'0:15.356',-0.01000000,0.01000000
'0:15.358',-0.00500000,0.01000000
'0:15.360',0.01000000,0.01500000
'0:15.362',0.00500000,0.01500000
'0:15.364',0.00500000,0.02000000
'0:15.366',-0.01000000,0.02000000
'0:15.368',-0.03000000,0.02000000
'0:15.370',-0.04000000,0.02000000
'0:15.372',-0.04500000,0.02000000
'0:15.374',-0.04500000,0.01500000
'0:15.376',-0.04500000,0.01500000
'0:15.378',-0.04500000,0.01500000
'0:15.380',-0.01500000,0.01000000
'0:15.382',-0.00500000,0.00500000
'0:15.384',-0.03000000,0.00000000
'0:15.386',-0.04500000,-0.00500000
'0:15.388',-0.06000000,-0.01000000
'0:15.390',-0.06500000,-0.01500000
'0:15.392',-0.06000000,-0.02000000
'0:15.394',-0.05500000,-0.02000000
'0:15.396',-0.04500000,-0.02500000
'0:15.398',-0.03000000,-0.02500000
'0:15.400',-0.03500000,-0.03000000
'0:15.402',-0.03500000,-0.03000000
'0:15.404',-0.04500000,-0.03000000
'0:15.406',-0.04500000,-0.02500000
'0:15.408',-0.05000000,-0.02500000
'0:15.410',-0.05000000,-0.02500000
'0:15.412',-0.06000000,-0.02500000
'0:15.414',-0.06500000,-0.02000000
'0:15.416',-0.04000000,-0.02000000
'0:15.418',-0.04500000,-0.02000000
'0:15.420',-0.04000000,-0.02000000
'0:15.422',-0.03000000,-0.02000000
'0:15.424',-0.05000000,-0.02000000
'0:15.426',-0.06000000,-0.02000000
'0:15.428',-0.07500000,-0.02000000
'0:15.430',-0.09500000,-0.02000000
'0:15.432',-0.09500000,-0.02500000
'0:15.434',-0.08000000,-0.03000000
'0:15.436',-0.08000000,-0.04000000
'0:15.438',-0.07500000,-0.04500000
'0:15.440',-0.09000000,-0.05500000
'0:15.442',-0.09500000,-0.06000000
'0:15.444',-0.09500000,-0.05500000
'0:15.446',-0.07500000,-0.04500000
'0:15.448',-0.03500000,-0.02000000
'0:15.450',0.01000000,0.01500000
'0:15.452',0.06500000,0.07000000
'0:15.454',0.10500000,0.13500000
'0:15.456',0.19000000,0.21500000
'0:15.458',0.26000000,0.30000000
'0:15.460',0.38000000,0.39000000
'0:15.462',0.48000000,0.48000000
'0:15.464',0.59500000,0.55500000
'0:15.466',0.63500000,0.61500000
'0:15.468',0.63000000,0.64500000
'0:15.470',0.61500000,0.65000000
'0:15.472',0.56000000,0.62000000
'0:15.474',0.51000000,0.56500000
'0:15.476',0.43000000,0.48000000
'0:15.478',0.33500000,0.37500000
'0:15.480',0.25000000,0.26000000
'0:15.482',0.12500000,0.14500000
'0:15.484',-0.02500000,0.04500000
'0:15.486',-0.13500000,-0.04000000
'0:15.488',-0.20000000,-0.10500000
'0:15.490',-0.22000000,-0.14000000
'0:15.492',-0.19500000,-0.15500000
'0:15.494',-0.16500000,-0.15000000
'0:15.496',-0.12500000,-0.13000000
'0:15.498',-0.09500000,-0.11000000
'0:15.500',-0.07000000,-0.08500000
'0:15.502',-0.05500000,-0.06500000
'0:15.504',-0.05000000,-0.05500000
'0:15.506',-0.05000000,-0.04500000
'0:15.508',-0.07000000,-0.04500000
'0:15.510',-0.07500000,-0.04500000
'0:15.512',-0.08000000,-0.04500000
'0:15.514',-0.07500000,-0.04500000
'0:15.516',-0.07000000,-0.04000000
'0:15.518',-0.05500000,-0.03500000
'0:15.520',-0.05500000,-0.03000000
'0:15.522',-0.06000000,-0.02500000
'0:15.524',-0.07000000,-0.02500000
'0:15.526',-0.07000000,-0.02500000
'0:15.528',-0.06000000,-0.03000000
'0:15.530',-0.07500000,-0.03500000
'0:15.532',-0.08000000,-0.04000000
'0:15.534',-0.06000000,-0.04500000
'0:15.536',-0.05000000,-0.04500000
'0:15.538',-0.05500000,-0.04500000
'0:15.540',-0.04500000,-0.04000000
'0:15.542',-0.05000000,-0.03500000
'0:15.544',-0.07000000,-0.03000000
'0:15.546',-0.08500000,-0.02500000
'0:15.548',-0.08000000,-0.02500000
'0:15.550',-0.08500000,-0.02500000
'0:15.552',-0.08000000,-0.03000000
'0:15.554',-0.06500000,-0.03500000
'0:15.556',-0.03500000,-0.04000000
'0:15.558',-0.04000000,-0.04000000
'0:15.560',-0.04000000,-0.04000000
'0:15.562',-0.05500000,-0.04000000
'0:15.564',-0.06500000,-0.03500000
'0:15.566',-0.05500000,-0.02500000
'0:15.568',-0.07000000,-0.02000000
'0:15.570',-0.08000000,-0.01000000
'0:15.572',-0.06500000,-0.00500000
'0:15.574',-0.05000000,-0.00500000
'0:15.576',-0.04000000,-0.00500000
'0:15.578',-0.04000000,-0.00500000
'0:15.580',-0.01500000,-0.00500000
'0:15.582',-0.02000000,-0.01000000
'0:15.584',-0.03500000,-0.01000000
'0:15.586',-0.04500000,-0.01000000
'0:15.588',-0.05000000,-0.01000000
'0:15.590',-0.05000000,-0.01000000
'0:15.592',-0.03500000,-0.00500000
'0:15.594',-0.03500000,-0.00500000
'0:15.596',-0.03000000,0.00000000
'0:15.598',-0.03500000,0.00500000
'0:15.600',-0.01000000,0.00500000
'0:15.602',-0.02000000,0.00500000
'0:15.604',-0.04000000,0.00500000
'0:15.606',-0.04500000,0.00000000
'0:15.608',-0.05000000,0.00000000
'0:15.610',-0.05000000,-0.00500000
'0:15.612',-0.04000000,-0.00500000
'0:15.614',-0.02500000,-0.00500000
'0:15.616',-0.00500000,-0.00500000
'0:15.618',-0.00500000,-0.00500000
'0:15.620',0.00500000,0.00000000
'0:15.622',-0.00500000,0.00500000
'0:15.624',-0.00500000,0.00500000
'0:15.626',-0.01500000,0.00500000
'0:15.628',-0.02000000,0.01000000
'0:15.630',-0.01500000,0.01000000
'0:15.632',-0.00500000,0.01000000
'0:15.634',0.00500000,0.01500000
'0:15.636',0.01000000,0.02000000
'0:15.638',0.03000000,0.02500000
'0:15.640',0.04500000,0.03500000
'0:15.642',0.04500000,0.04500000
'0:15.644',0.04000000,0.05500000
'0:15.646',0.03000000,0.06500000
'0:15.648',0.04500000,0.07500000
'0:15.650',0.03500000,0.08500000
'0:15.652',0.05500000,0.09000000
'0:15.654',0.07500000,0.10000000
'0:15.656',0.08500000,0.10500000
'0:15.658',0.09000000,0.11000000
'0:15.660',0.10500000,0.11500000
'0:15.662',0.10000000,0.12000000
'0:15.664',0.08500000,0.12500000
'0:15.666',0.08500000,0.13000000
'0:15.668',0.09500000,0.13500000
'0:15.670',0.09500000,0.13500000
'0:15.672',0.10500000,0.14000000
'0:15.674',0.12000000,0.14000000
'0:15.676',0.12500000,0.14000000
'0:15.678',0.13000000,0.14000000
'0:15.680',0.14500000,0.14500000
'0:15.682',0.14500000,0.14500000
'0:15.684',0.14000000,0.15000000
'0:15.686',0.13500000,0.15500000
'0:15.688',0.13000000,0.16000000
'0:15.690',0.12000000,0.16500000
'0:15.692',0.13000000,0.17000000
'0:15.694',0.13500000,0.17000000
'0:15.696',0.12500000,0.17500000
'0:15.698',0.12500000,0.17500000
'0:15.700',0.12000000,0.17000000
'0:15.702',0.11500000,0.17000000
'0:15.704',0.11000000,0.16500000
'0:15.706',0.09500000,0.16000000
'0:15.708',0.09000000,0.15500000
'0:15.710',0.08500000,0.14500000
'0:15.712',0.09500000,0.14000000
'0:15.714',0.08000000,0.13500000
'0:15.716',0.08000000,0.12500000
'0:15.718',0.07500000,0.12000000
'0:15.720',0.07000000,0.11000000
'0:15.722',0.04000000,0.09500000
'0:15.724',0.02500000,0.08500000
